log_id,user_id,char_id,route_id,status,actual_profit,created_at
L02412,U0079,C002,R03,Completed,625,2026-04-22 21:00:00
L02413,U0024,C001,R03,Completed,750,2026-04-06 04:00:00
L02414,U0063,C004,R01,Completed,1724,2026-04-05 05:00:00
L02415,U0014,C003,R02,Failed,0,2026-04-27 03:00:00
L02416,U0038,C003,R03,Completed,525,2026-04-13 17:00:00
L02417,U0022,C003,R03,Completed,525,2026-04-14 18:00:00
L02418,U0098,C002,R02,Completed,1000,2026-04-24 22:00:00
L02419,U0036,C004,R02,Completed,919,2026-04-03 14:00:00
L02420,U0002,C001,R02,Completed,1200,2026-04-26 17:00:00
L02421,U0013,C003,R03,Completed,525,2026-04-25 21:00:00
L02422,U0019,C001,R03,Completed,750,2026-04-15 02:00:00
L02423,U0038,C003,R02,Completed,840,2026-04-06 06:00:00
L02424,U0013,C002,R02,Failed,0,2026-04-08 07:00:00
L02425,U0043,C002,R01,Completed,1875,2026-04-25 03:00:00
L02426,U0072,C002,R01,Failed,0,2026-04-21 23:00:00
L02427,U0073,C001,R01,Completed,2250,2026-04-16 23:00:00
L02428,U0097,C003,R02,Completed,840,2026-04-06 07:00:00
L02429,U0045,C003,R02,Completed,840,2026-04-14 19:00:00
L02430,U0074,C003,R03,Completed,525,2026-04-26 11:00:00
L02431,U0072,C004,R02,Completed,919,2026-04-14 23:00:00
L02432,U0041,C002,R03,Completed,625,2026-04-06 17:00:00
L02433,U0027,C004,R01,Completed,1724,2026-04-10 11:00:00
L02434,U0030,C003,R03,Completed,525,2026-04-10 12:00:00
L02435,U0032,C002,R03,Completed,625,2026-04-04 01:00:00
L02436,U0085,C002,R01,Completed,1875,2026-04-21 02:00:00
L02437,U0045,C002,R02,Completed,1000,2026-04-21 00:00:00
L02438,U0072,C001,R02,Completed,1200,2026-04-11 03:00:00
L02439,U0002,C003,R03,Completed,525,2026-04-30 22:00:00
L02440,U0018,C004,R01,Completed,1724,2026-04-02 12:00:00
L02441,U0017,C002,R01,Completed,1875,2026-04-02 04:00:00
L02442,U0060,C002,R01,Completed,1875,2026-04-24 13:00:00
L02443,U0097,C001,R01,Completed,2250,2026-04-17 10:00:00
L02444,U0032,C003,R03,Completed,525,2026-04-28 16:00:00
L02445,U0007,C003,R01,Completed,1575,2026-04-20 23:00:00
L02446,U0024,C002,R02,Completed,1000,2026-04-12 06:00:00
L02447,U0078,C003,R02,Completed,840,2026-04-20 23:00:00
L02448,U0039,C001,R03,Completed,750,2026-04-11 23:00:00
L02449,U0010,C001,R02,Completed,1200,2026-04-30 12:00:00
L02450,U0087,C003,R03,Completed,525,2026-04-04 17:00:00
L02451,U0063,C001,R02,Completed,1200,2026-04-05 07:00:00
L02452,U0021,C001,R02,Completed,1200,2026-04-19 05:00:00
L02453,U0050,C004,R02,Completed,919,2026-04-11 20:00:00
L02454,U0077,C001,R03,Completed,750,2026-04-10 19:00:00
L02455,U0002,C004,R01,Completed,1724,2026-04-11 19:00:00
L02456,U0050,C004,R03,Completed,575,2026-04-16 00:00:00
L02457,U0034,C004,R01,Failed,0,2026-04-21 08:00:00
L02458,U0008,C003,R01,Completed,1575,2026-04-20 11:00:00
L02459,U0003,C002,R02,Completed,1000,2026-04-20 17:00:00
L02460,U0054,C003,R01,Completed,1575,2026-04-12 21:00:00
L02461,U0100,C004,R03,Completed,575,2026-04-25 16:00:00
L02462,U0055,C004,R01,Completed,1724,2026-04-12 01:00:00
L02463,U0051,C003,R02,Completed,840,2026-04-24 11:00:00
L02464,U0083,C002,R01,Completed,1875,2026-04-13 09:00:00
L02465,U0064,C001,R03,Failed,0,2026-04-08 23:00:00
L02466,U0010,C004,R01,Completed,1724,2026-04-28 06:00:00
L02467,U0094,C001,R02,Completed,1200,2026-04-07 18:00:00
L02468,U0049,C001,R02,Completed,1200,2026-04-18 19:00:00
L02469,U0069,C004,R03,Failed,0,2026-04-02 09:00:00
L02470,U0029,C003,R01,Completed,1575,2026-04-18 01:00:00
L02471,U0026,C004,R03,Completed,575,2026-04-15 18:00:00
L02472,U0028,C002,R01,Failed,0,2026-04-16 18:00:00
L02473,U0036,C001,R02,Completed,1200,2026-04-01 11:00:00
L02474,U0017,C002,R03,Completed,625,2026-04-25 11:00:00
L02475,U0098,C004,R03,Completed,575,2026-04-22 00:00:00
L02476,U0045,C001,R02,Failed,0,2026-04-25 12:00:00
L02477,U0077,C004,R01,Failed,0,2026-04-25 07:00:00
L02478,U0042,C004,R01,Completed,1724,2026-04-22 08:00:00
L02479,U0082,C002,R01,Completed,1875,2026-04-03 13:00:00
L02480,U0042,C001,R03,Completed,750,2026-04-21 13:00:00
L02481,U0015,C003,R02,Failed,0,2026-04-18 17:00:00
L02482,U0061,C002,R03,Completed,625,2026-04-14 16:00:00
L02483,U0095,C002,R01,Completed,1875,2026-04-19 20:00:00
L02484,U0098,C004,R03,Completed,575,2026-04-21 04:00:00
L02485,U0015,C001,R02,Completed,1200,2026-04-12 23:00:00
L02486,U0024,C004,R01,Completed,1724,2026-04-13 05:00:00
L02487,U0090,C002,R02,Completed,1000,2026-04-14 22:00:00
L02488,U0080,C002,R03,Completed,625,2026-04-27 08:00:00
L02489,U0051,C004,R01,Failed,0,2026-04-16 03:00:00
L02490,U0025,C002,R03,Completed,625,2026-04-15 16:00:00
L02491,U0069,C002,R01,Failed,0,2026-04-28 12:00:00
L02492,U0016,C002,R01,Completed,1875,2026-04-15 01:00:00
L02493,U0003,C001,R01,Completed,2250,2026-04-26 14:00:00
L02494,U0049,C001,R02,Completed,1200,2026-04-11 15:00:00
L02495,U0098,C004,R03,Completed,575,2026-04-13 17:00:00
L02496,U0037,C004,R02,Completed,919,2026-04-12 10:00:00
L02497,U0090,C002,R03,Completed,625,2026-04-02 14:00:00
L02498,U0006,C001,R02,Completed,1200,2026-04-19 20:00:00
L02499,U0015,C004,R01,Completed,1724,2026-04-24 01:00:00
L02500,U0051,C002,R02,Completed,1000,2026-04-03 08:00:00
L02501,U0089,C002,R03,Completed,625,2026-04-18 10:00:00
L02502,U0069,C003,R02,Completed,840,2026-04-19 05:00:00
L02503,U0063,C002,R01,Completed,1875,2026-04-30 01:00:00
L02504,U0077,C003,R03,Completed,525,2026-04-09 01:00:00
L02505,U0078,C001,R03,Completed,750,2026-04-16 22:00:00
L02506,U0058,C003,R02,Completed,840,2026-04-25 21:00:00
L02507,U0069,C002,R02,Completed,1000,2026-04-03 19:00:00
L02508,U0030,C001,R03,Completed,750,2026-04-22 07:00:00
L02509,U0031,C001,R03,Completed,750,2026-04-30 08:00:00
L02510,U0038,C004,R02,Completed,919,2026-04-15 08:00:00
L02511,U0048,C001,R02,Failed,0,2026-04-11 20:00:00
L02512,U0075,C004,R03,Completed,575,2026-04-20 17:00:00
L02513,U0032,C001,R03,Completed,750,2026-04-25 05:00:00
L02514,U0085,C004,R01,Completed,1724,2026-04-09 05:00:00
L02515,U0021,C004,R01,Completed,1724,2026-04-28 22:00:00
L02516,U0071,C004,R02,Failed,0,2026-04-28 22:00:00
L02517,U0013,C003,R03,Completed,525,2026-04-18 11:00:00
L02518,U0015,C001,R02,Completed,1200,2026-04-04 13:00:00
L02519,U0010,C002,R01,Failed,0,2026-04-21 15:00:00
L02520,U0035,C002,R01,Completed,1875,2026-04-23 11:00:00
L02521,U0031,C001,R02,Completed,1200,2026-04-27 08:00:00
L02522,U0061,C003,R03,Completed,525,2026-04-26 11:00:00
L02523,U0088,C001,R01,Completed,2250,2026-04-19 19:00:00
L02524,U0066,C003,R02,Completed,840,2026-04-04 03:00:00
L02525,U0091,C001,R02,Completed,1200,2026-04-14 01:00:00
L02526,U0062,C001,R02,Completed,1200,2026-04-12 12:00:00
L02527,U0088,C001,R02,Completed,1200,2026-04-07 15:00:00
L02528,U0013,C003,R02,Completed,840,2026-04-05 14:00:00
L02529,U0056,C003,R01,Completed,1575,2026-04-25 01:00:00
L02530,U0075,C004,R01,Completed,1724,2026-04-12 06:00:00
L02531,U0043,C004,R02,Completed,919,2026-04-30 01:00:00
L02532,U0016,C001,R01,Completed,2250,2026-04-11 01:00:00
L02533,U0084,C003,R03,Completed,525,2026-04-06 08:00:00
L02534,U0022,C002,R02,Completed,1000,2026-04-02 23:00:00
L02535,U0067,C002,R03,Failed,0,2026-04-03 13:00:00
L02536,U0025,C004,R03,Completed,575,2026-04-25 07:00:00
L02537,U0083,C003,R01,Completed,1575,2026-04-26 15:00:00
L02538,U0058,C003,R01,Completed,1575,2026-04-24 07:00:00
L02539,U0039,C002,R03,Completed,625,2026-04-26 01:00:00
L02540,U0095,C003,R01,Completed,1575,2026-04-20 21:00:00
L02541,U0013,C001,R01,Completed,2250,2026-04-10 15:00:00
L02542,U0093,C004,R03,Completed,575,2026-04-14 06:00:00
L02543,U0066,C002,R02,Completed,1000,2026-04-20 20:00:00
L02544,U0011,C001,R01,Completed,2250,2026-04-22 04:00:00
L02545,U0018,C004,R01,Completed,1724,2026-04-20 17:00:00
L02546,U0044,C001,R03,Completed,750,2026-04-26 23:00:00
L02547,U0058,C003,R03,Completed,525,2026-04-06 13:00:00
L02548,U0062,C004,R03,Completed,575,2026-04-24 21:00:00
L02549,U0069,C001,R02,Completed,1200,2026-04-09 01:00:00
L02550,U0008,C004,R03,Completed,575,2026-04-02 03:00:00
L02551,U0052,C003,R01,Completed,1575,2026-04-23 00:00:00
L02552,U0051,C004,R02,Completed,919,2026-04-24 23:00:00
L02553,U0031,C002,R02,Completed,1000,2026-04-30 12:00:00
L02554,U0093,C003,R02,Completed,840,2026-04-15 09:00:00
L02555,U0085,C001,R03,Completed,750,2026-04-30 18:00:00
L02556,U0023,C001,R01,Completed,2250,2026-04-23 14:00:00
L02557,U0028,C004,R02,Completed,919,2026-04-22 17:00:00
L02558,U0056,C002,R02,Completed,1000,2026-04-30 07:00:00
L02559,U0056,C003,R02,Completed,840,2026-04-04 23:00:00
L02560,U0069,C004,R02,Completed,919,2026-04-23 02:00:00
L02561,U0045,C001,R03,Completed,750,2026-04-22 21:00:00
L02562,U0024,C002,R01,Completed,1875,2026-04-21 23:00:00
L02563,U0061,C004,R02,Completed,919,2026-04-23 17:00:00
L02564,U0091,C004,R01,Failed,0,2026-04-12 01:00:00
L02565,U0041,C004,R03,Completed,575,2026-04-24 20:00:00
L02566,U0063,C003,R02,Completed,840,2026-04-25 15:00:00
L02567,U0008,C001,R01,Completed,2250,2026-04-01 12:00:00
L02568,U0090,C002,R03,Completed,625,2026-04-14 00:00:00
L02569,U0098,C004,R02,Completed,919,2026-04-05 00:00:00
L02570,U0081,C001,R01,Failed,0,2026-04-04 01:00:00
L02571,U0035,C001,R02,Completed,1200,2026-04-29 17:00:00
L02572,U0074,C003,R01,Completed,1575,2026-04-28 21:00:00
L02573,U0031,C002,R02,Completed,1000,2026-04-10 15:00:00
L02574,U0038,C004,R03,Completed,575,2026-04-15 23:00:00
L02575,U0017,C003,R03,Completed,525,2026-04-09 03:00:00
L02576,U0038,C004,R02,Completed,919,2026-04-08 00:00:00
L02577,U0015,C002,R03,Failed,0,2026-04-29 12:00:00
L02578,U0066,C003,R01,Completed,1575,2026-04-18 01:00:00
L02579,U0037,C004,R01,Completed,1724,2026-04-01 19:00:00
L02580,U0086,C001,R01,Completed,2250,2026-04-28 18:00:00
L02581,U0012,C004,R01,Completed,1724,2026-04-03 20:00:00
L02582,U0074,C001,R03,Completed,750,2026-04-02 03:00:00
L02583,U0091,C002,R01,Completed,1875,2026-04-02 23:00:00
L02584,U0010,C001,R02,Completed,1200,2026-04-02 15:00:00
L02585,U0081,C004,R02,Completed,919,2026-04-29 02:00:00
L02586,U0043,C003,R03,Completed,525,2026-04-19 07:00:00
L02587,U0062,C002,R01,Failed,0,2026-04-28 18:00:00
L02588,U0070,C001,R02,Failed,0,2026-04-30 10:00:00
L02589,U0036,C003,R01,Completed,1575,2026-04-02 20:00:00
L02590,U0086,C001,R03,Completed,750,2026-04-13 15:00:00
L02591,U0022,C002,R03,Completed,625,2026-04-13 10:00:00
L02592,U0086,C004,R02,Completed,919,2026-04-16 13:00:00
L02593,U0031,C002,R01,Failed,0,2026-04-22 22:00:00
L02594,U0084,C004,R02,Completed,919,2026-04-18 16:00:00
L02595,U0099,C003,R01,Completed,1575,2026-04-17 14:00:00
L02596,U0074,C003,R03,Completed,525,2026-04-27 17:00:00
L02597,U0026,C001,R01,Completed,2250,2026-04-02 18:00:00
L02598,U0092,C002,R02,Completed,1000,2026-04-02 09:00:00
L02599,U0075,C002,R02,Completed,1000,2026-04-29 13:00:00
L02600,U0010,C004,R01,Completed,1724,2026-04-08 01:00:00
L02601,U0055,C002,R01,Completed,1875,2026-04-20 15:00:00
L02602,U0072,C004,R01,Failed,0,2026-04-08 18:00:00
L02603,U0090,C003,R03,Failed,0,2026-04-14 14:00:00
L02604,U0073,C002,R01,Completed,1875,2026-04-20 10:00:00
L02605,U0027,C003,R03,Completed,525,2026-04-18 04:00:00
L02606,U0058,C002,R01,Completed,1875,2026-04-27 13:00:00
L02607,U0004,C004,R03,Failed,0,2026-04-27 23:00:00
L02608,U0083,C003,R03,Completed,525,2026-04-22 11:00:00
L02609,U0022,C004,R02,Completed,919,2026-04-29 12:00:00
L02610,U0064,C004,R01,Completed,1724,2026-04-02 06:00:00
L02611,U0044,C002,R03,Completed,625,2026-04-11 08:00:00
L02612,U0004,C004,R03,Failed,0,2026-04-09 23:00:00
L02613,U0035,C002,R01,Completed,1875,2026-04-29 14:00:00
L02614,U0049,C004,R02,Completed,919,2026-04-11 20:00:00
L02615,U0072,C003,R01,Completed,1575,2026-04-21 16:00:00
L02616,U0042,C004,R01,Completed,1724,2026-04-02 19:00:00
L02617,U0023,C003,R02,Completed,840,2026-04-01 06:00:00
L02618,U0075,C003,R01,Completed,1575,2026-04-01 21:00:00
L02619,U0035,C004,R01,Completed,1724,2026-04-18 04:00:00
L02620,U0022,C003,R02,Completed,840,2026-04-11 04:00:00
L02621,U0066,C004,R01,Completed,1724,2026-04-27 04:00:00
L02622,U0082,C004,R01,Completed,1724,2026-04-17 10:00:00
L02623,U0058,C003,R01,Completed,1575,2026-04-04 02:00:00
L02624,U0071,C004,R03,Completed,575,2026-04-11 03:00:00
L02625,U0065,C001,R02,Completed,1200,2026-04-04 11:00:00
L02626,U0063,C001,R01,Completed,2250,2026-04-28 15:00:00
L02627,U0048,C002,R01,Completed,1875,2026-04-27 08:00:00
L02628,U0019,C003,R03,Completed,525,2026-04-10 06:00:00
L02629,U0054,C001,R02,Completed,1200,2026-04-17 07:00:00
L02630,U0084,C004,R03,Completed,575,2026-04-20 10:00:00
L02631,U0030,C002,R02,Completed,1000,2026-04-10 06:00:00
L02632,U0066,C002,R01,Completed,1875,2026-04-22 11:00:00
L02633,U0009,C002,R02,Completed,1000,2026-04-05 10:00:00
L02634,U0098,C002,R03,Completed,625,2026-04-26 09:00:00
L02635,U0055,C002,R02,Failed,0,2026-04-19 19:00:00
L02636,U0011,C001,R03,Completed,750,2026-04-12 04:00:00
L02637,U0074,C003,R02,Completed,840,2026-04-29 12:00:00
L02638,U0059,C004,R01,Completed,1724,2026-04-30 13:00:00
L02639,U0009,C004,R03,Completed,575,2026-04-01 06:00:00
L02640,U0033,C003,R03,Completed,525,2026-04-24 17:00:00
L02641,U0051,C002,R02,Completed,1000,2026-04-14 07:00:00
L02642,U0087,C002,R03,Completed,625,2026-04-16 05:00:00
L02643,U0003,C004,R03,Completed,575,2026-04-11 08:00:00
L02644,U0057,C001,R03,Completed,750,2026-04-18 15:00:00
L02645,U0030,C004,R03,Completed,575,2026-04-28 08:00:00
L02646,U0081,C001,R01,Completed,2250,2026-04-23 16:00:00
L02647,U0004,C003,R01,Completed,1575,2026-04-25 07:00:00
L02648,U0029,C004,R03,Completed,575,2026-04-13 18:00:00
L02649,U0067,C002,R03,Completed,625,2026-04-28 02:00:00
L02650,U0042,C001,R03,Completed,750,2026-04-10 00:00:00
L02651,U0082,C004,R02,Completed,919,2026-04-23 23:00:00
L02652,U0017,C001,R02,Completed,1200,2026-04-28 20:00:00
L02653,U0062,C003,R02,Completed,840,2026-04-13 07:00:00
L02654,U0069,C003,R01,Completed,1575,2026-04-16 04:00:00
L02655,U0099,C001,R03,Completed,750,2026-04-30 16:00:00
L02656,U0040,C001,R01,Completed,2250,2026-04-02 23:00:00
L02657,U0067,C003,R03,Completed,525,2026-04-05 03:00:00
L02658,U0061,C004,R01,Completed,1724,2026-04-10 19:00:00
L02659,U0099,C002,R01,Completed,1875,2026-04-15 16:00:00
L02660,U0006,C003,R01,Completed,1575,2026-04-07 06:00:00
L02661,U0005,C003,R03,Completed,525,2026-04-19 11:00:00
L02662,U0028,C004,R02,Completed,919,2026-04-29 11:00:00
L02663,U0075,C002,R03,Completed,625,2026-04-02 05:00:00
L02664,U0060,C001,R01,Completed,2250,2026-04-09 14:00:00
L02665,U0067,C001,R01,Failed,0,2026-04-18 09:00:00
L02666,U0003,C002,R02,Completed,1000,2026-04-10 01:00:00
L02667,U0001,C001,R03,Completed,750,2026-04-17 14:00:00
L02668,U0044,C003,R01,Completed,1575,2026-04-12 12:00:00
L02669,U0031,C003,R01,Completed,1575,2026-04-17 19:00:00
L02670,U0051,C004,R03,Failed,0,2026-04-15 21:00:00
L02671,U0097,C001,R02,Failed,0,2026-04-07 05:00:00
L02672,U0054,C001,R03,Completed,750,2026-04-09 06:00:00
L02673,U0054,C004,R03,Completed,575,2026-04-04 21:00:00
L02674,U0087,C002,R03,Completed,625,2026-04-17 10:00:00
L02675,U0008,C001,R03,Completed,750,2026-04-05 02:00:00
L02676,U0055,C001,R01,Failed,0,2026-04-18 20:00:00
L02677,U0099,C002,R03,Completed,625,2026-04-28 10:00:00
L02678,U0096,C001,R01,Completed,2250,2026-04-17 07:00:00
L02679,U0035,C003,R01,Completed,1575,2026-04-17 19:00:00
L02680,U0023,C003,R03,Completed,525,2026-04-27 06:00:00
L02681,U0027,C002,R03,Completed,625,2026-04-27 10:00:00
L02682,U0044,C002,R02,Completed,1000,2026-04-10 08:00:00
L02683,U0003,C001,R03,Completed,750,2026-04-20 23:00:00
L02684,U0098,C003,R02,Completed,840,2026-04-04 23:00:00
L02685,U0051,C004,R03,Completed,575,2026-04-03 04:00:00
L02686,U0079,C004,R03,Completed,575,2026-04-06 19:00:00
L02687,U0100,C002,R01,Completed,1875,2026-04-09 14:00:00
L02688,U0037,C001,R02,Completed,1200,2026-04-03 22:00:00
L02689,U0047,C001,R03,Completed,750,2026-04-02 18:00:00
L02690,U0066,C002,R01,Completed,1875,2026-04-24 21:00:00
L02691,U0069,C002,R01,Completed,1875,2026-04-17 20:00:00
L02692,U0040,C002,R03,Completed,625,2026-04-28 20:00:00
L02693,U0083,C003,R03,Completed,525,2026-04-22 15:00:00
L02694,U0006,C002,R01,Completed,1875,2026-04-16 04:00:00
L02695,U0009,C001,R02,Completed,1200,2026-04-05 17:00:00
L02696,U0005,C002,R03,Completed,625,2026-04-23 15:00:00
L02697,U0027,C004,R01,Completed,1724,2026-04-28 12:00:00
L02698,U0015,C002,R01,Completed,1875,2026-04-05 10:00:00
L02699,U0008,C001,R01,Completed,2250,2026-04-19 08:00:00
L02700,U0035,C002,R01,Completed,1875,2026-04-16 14:00:00
L02701,U0059,C004,R02,Completed,919,2026-04-05 05:00:00
L02702,U0069,C001,R02,Completed,1200,2026-04-22 19:00:00
L02703,U0088,C003,R03,Completed,525,2026-04-21 10:00:00
L02704,U0052,C004,R03,Completed,575,2026-04-18 02:00:00
L02705,U0039,C002,R01,Completed,1875,2026-04-21 07:00:00
L02706,U0013,C003,R01,Failed,0,2026-04-06 22:00:00
L02707,U0035,C002,R02,Completed,1000,2026-04-17 05:00:00
L02708,U0086,C002,R03,Failed,0,2026-04-27 22:00:00
L02709,U0021,C004,R03,Completed,575,2026-04-04 04:00:00
L02710,U0094,C003,R02,Completed,840,2026-04-22 20:00:00
L02711,U0023,C004,R03,Completed,575,2026-04-05 18:00:00
L02712,U0040,C004,R03,Completed,575,2026-04-03 18:00:00
L02713,U0074,C002,R02,Completed,1000,2026-04-11 13:00:00
L02714,U0012,C003,R02,Completed,840,2026-04-14 02:00:00
L02715,U0025,C004,R02,Completed,919,2026-04-27 06:00:00
L02716,U0030,C002,R02,Completed,1000,2026-04-20 04:00:00
L02717,U0034,C004,R03,Failed,0,2026-04-18 18:00:00
L02718,U0080,C002,R03,Completed,625,2026-04-05 08:00:00
L02719,U0020,C003,R03,Completed,525,2026-04-13 16:00:00
L02720,U0010,C001,R03,Completed,750,2026-04-26 13:00:00
L02721,U0056,C003,R02,Completed,840,2026-04-10 11:00:00
L02722,U0068,C001,R02,Failed,0,2026-04-19 05:00:00
L02723,U0059,C002,R03,Failed,0,2026-04-28 00:00:00
L02724,U0059,C002,R01,Completed,1875,2026-04-19 06:00:00
L02725,U0077,C001,R01,Completed,2250,2026-04-17 06:00:00
L02726,U0070,C001,R03,Completed,750,2026-04-20 18:00:00
L02727,U0032,C001,R02,Completed,1200,2026-04-15 17:00:00
L02728,U0087,C003,R01,Completed,1575,2026-04-02 00:00:00
L02729,U0053,C001,R01,Completed,2250,2026-04-07 14:00:00
L02730,U0091,C002,R03,Completed,625,2026-04-30 16:00:00
L02731,U0049,C003,R01,Completed,1575,2026-04-23 07:00:00
L02732,U0071,C004,R03,Completed,575,2026-04-07 21:00:00
L02733,U0054,C004,R02,Completed,919,2026-04-10 11:00:00
L02734,U0030,C003,R01,Completed,1575,2026-04-20 22:00:00
L02735,U0033,C001,R01,Completed,2250,2026-04-05 17:00:00
L02736,U0073,C004,R02,Completed,919,2026-04-29 02:00:00
L02737,U0066,C004,R03,Completed,575,2026-04-08 09:00:00
L02738,U0025,C004,R02,Completed,919,2026-04-05 14:00:00
L02739,U0076,C001,R02,Completed,1200,2026-04-02 06:00:00
L02740,U0071,C003,R02,Completed,840,2026-04-01 09:00:00
L02741,U0030,C003,R03,Completed,525,2026-04-20 16:00:00
L02742,U0061,C002,R01,Completed,1875,2026-04-14 01:00:00
L02743,U0051,C004,R01,Completed,1724,2026-04-05 07:00:00
L02744,U0059,C003,R01,Completed,1575,2026-04-15 15:00:00
L02745,U0091,C004,R01,Failed,0,2026-04-05 02:00:00
L02746,U0035,C004,R01,Completed,1724,2026-04-11 11:00:00
L02747,U0050,C004,R03,Completed,575,2026-04-12 20:00:00
L02748,U0078,C002,R02,Completed,1000,2026-04-06 15:00:00
L02749,U0087,C002,R01,Completed,1875,2026-04-22 10:00:00
L02750,U0077,C002,R03,Completed,625,2026-04-10 19:00:00
L02751,U0058,C003,R01,Completed,1575,2026-04-17 10:00:00
L02752,U0028,C001,R03,Completed,750,2026-04-20 06:00:00
L02753,U0028,C001,R03,Completed,750,2026-04-17 13:00:00
L02754,U0073,C002,R03,Completed,625,2026-04-10 14:00:00
L02755,U0069,C004,R01,Completed,1724,2026-04-20 19:00:00
L02756,U0032,C002,R01,Completed,1875,2026-04-05 04:00:00
L02757,U0060,C004,R01,Completed,1724,2026-04-26 17:00:00
L02758,U0020,C003,R01,Completed,1575,2026-04-12 21:00:00
L02759,U0017,C001,R03,Completed,750,2026-04-10 06:00:00
L02760,U0094,C004,R01,Completed,1724,2026-04-04 03:00:00
L02761,U0066,C004,R02,Completed,919,2026-04-18 01:00:00
L02762,U0096,C004,R02,Completed,919,2026-04-05 05:00:00
L02763,U0053,C004,R01,Completed,1724,2026-04-28 01:00:00
L02764,U0035,C004,R01,Completed,1724,2026-04-07 23:00:00
L02765,U0002,C003,R02,Completed,840,2026-04-20 18:00:00
L02766,U0015,C004,R02,Completed,919,2026-04-26 12:00:00
L02767,U0099,C001,R02,Completed,1200,2026-04-26 15:00:00
L02768,U0075,C002,R03,Completed,625,2026-04-08 17:00:00
L02769,U0046,C004,R01,Completed,1724,2026-04-07 20:00:00
L02770,U0016,C001,R02,Completed,1200,2026-04-19 15:00:00
L02771,U0096,C004,R02,Completed,919,2026-04-14 19:00:00
L02772,U0004,C002,R03,Completed,625,2026-04-11 23:00:00
L02773,U0078,C002,R02,Completed,1000,2026-04-12 09:00:00
L02774,U0009,C003,R02,Failed,0,2026-04-15 15:00:00
L02775,U0073,C002,R03,Completed,625,2026-04-26 00:00:00
L02776,U0045,C002,R02,Completed,1000,2026-04-16 16:00:00
L02777,U0018,C002,R03,Completed,625,2026-04-18 07:00:00
L02778,U0096,C002,R03,Completed,625,2026-04-04 12:00:00
L02779,U0054,C003,R01,Completed,1575,2026-04-18 04:00:00
L02780,U0066,C004,R02,Completed,919,2026-04-03 01:00:00
L02781,U0095,C004,R02,Completed,919,2026-04-07 20:00:00
L02782,U0066,C004,R02,Completed,919,2026-04-14 13:00:00
L02783,U0090,C004,R01,Completed,1724,2026-04-27 09:00:00
L02784,U0078,C004,R03,Completed,575,2026-04-18 20:00:00
L02785,U0052,C002,R02,Completed,1000,2026-04-16 20:00:00
L02786,U0091,C002,R01,Completed,1875,2026-04-05 15:00:00
L02787,U0008,C003,R01,Completed,1575,2026-04-18 22:00:00
L02788,U0066,C004,R01,Completed,1724,2026-04-20 09:00:00
L02789,U0100,C001,R01,Completed,2250,2026-04-14 18:00:00
L02790,U0061,C004,R02,Failed,0,2026-04-28 09:00:00
L02791,U0075,C003,R02,Completed,840,2026-04-09 22:00:00
L02792,U0072,C002,R01,Completed,1875,2026-04-21 00:00:00
L02793,U0055,C003,R02,Completed,840,2026-04-29 09:00:00
L02794,U0057,C002,R03,Completed,625,2026-04-23 21:00:00
L02795,U0099,C001,R02,Failed,0,2026-04-03 19:00:00
L02796,U0020,C004,R03,Completed,575,2026-04-04 23:00:00
L02797,U0055,C004,R03,Completed,575,2026-04-29 06:00:00
L02798,U0047,C001,R01,Completed,2250,2026-04-16 18:00:00
L02799,U0005,C003,R01,Completed,1575,2026-04-29 01:00:00
L02800,U0085,C002,R02,Completed,1000,2026-04-26 16:00:00
L02801,U0064,C002,R01,Completed,1875,2026-04-22 05:00:00
L02802,U0044,C003,R01,Completed,1575,2026-04-09 01:00:00
L02803,U0045,C001,R01,Completed,2250,2026-04-06 04:00:00
L02804,U0057,C003,R01,Completed,1575,2026-04-01 12:00:00
L02805,U0096,C004,R03,Completed,575,2026-04-26 09:00:00
L02806,U0072,C002,R02,Completed,1000,2026-04-19 19:00:00
L02807,U0020,C001,R02,Completed,1200,2026-04-10 17:00:00
L02808,U0005,C002,R01,Completed,1875,2026-04-16 04:00:00
L02809,U0075,C001,R02,Completed,1200,2026-04-25 05:00:00
L02810,U0073,C003,R01,Completed,1575,2026-04-27 07:00:00
L02811,U0086,C001,R02,Completed,1200,2026-04-11 08:00:00
L02812,U0090,C004,R01,Completed,1724,2026-04-08 05:00:00
L02813,U0050,C003,R01,Completed,1575,2026-04-24 00:00:00
L02814,U0050,C003,R01,Completed,1575,2026-04-28 00:00:00
L02815,U0076,C004,R01,Completed,1724,2026-04-21 15:00:00
L02816,U0055,C004,R03,Completed,575,2026-04-22 15:00:00
L02817,U0035,C004,R02,Completed,919,2026-04-18 09:00:00
L02818,U0051,C001,R02,Completed,1200,2026-04-09 09:00:00
L02819,U0065,C002,R03,Completed,625,2026-04-14 08:00:00
L02820,U0092,C002,R02,Completed,1000,2026-04-17 02:00:00
L02821,U0033,C003,R02,Completed,840,2026-04-18 04:00:00
L02822,U0036,C001,R02,Completed,1200,2026-04-03 11:00:00
L02823,U0014,C002,R01,Completed,1875,2026-04-16 13:00:00
L02824,U0061,C004,R03,Completed,575,2026-04-29 23:00:00
L02825,U0057,C004,R01,Completed,1724,2026-04-06 10:00:00
L02826,U0016,C002,R01,Completed,1875,2026-04-19 15:00:00
L02827,U0016,C001,R02,Completed,1200,2026-04-10 18:00:00
L02828,U0016,C004,R03,Completed,575,2026-04-03 06:00:00
